,id,labels_old,labels
6445,6446,"[5.1118418e-18 4.4573738e-16 7.3609678e-18 ... 1.4749345e-17 1.7175588e-17
 2.2947469e-17]",0
6446,6447,"[1.9746927e-14 2.8077727e-13 8.3539113e-12 ... 4.4616095e-16 1.7777158e-14
 1.3476687e-11]",0
6447,6448,"[1.4428480e-07 4.6238549e-07 4.2734211e-08 ... 5.1880193e-08 1.6911069e-06
 3.1264110e-05]",0
6448,6449,"[5.0178503e-13 2.6524375e-11 2.1801577e-12 ... 1.2220041e-12 2.7295592e-16
 9.4351014e-13]",0
6449,6450,"[9.3341947e-15 8.6753589e-14 1.8763364e-13 ... 3.1036293e-15 7.2167287e-16
 7.3204805e-13]",0
6450,6451,"[7.9010333e-06 7.4284776e-07 1.2973886e-05 ... 1.7046754e-06 2.2554235e-05
 2.1986281e-07]",0
6451,6452,"[7.4424931e-15 7.3045628e-14 1.4002554e-15 ... 6.6802667e-16 1.1135392e-16
 5.0373113e-12]",0
6452,6453,"[6.2360624e-15 6.0304265e-15 5.1043082e-15 ... 4.2646770e-16 4.2315496e-14
 8.2638001e-16]",0
6453,6454,"[7.1380170e-15 7.2408232e-14 1.8282038e-12 ... 4.5319583e-15 1.9543287e-17
 1.1897773e-13]",0
6454,6455,"[8.0048189e-08 1.0786351e-05 5.2263323e-07 ... 7.1648731e-10 5.4658439e-10
 5.2239511e-07]",0
6455,6456,"[1.6425613e-13 9.9050517e-15 4.1609164e-15 ... 3.3823849e-17 2.0290371e-15
 7.4596504e-14]",0
6456,6457,"[2.0350438e-16 7.9753454e-15 3.2116681e-14 ... 5.4298020e-14 1.9483636e-12
 3.0587470e-12]",0
6457,6458,"[2.6053939e-16 6.4825464e-16 4.9040812e-17 ... 3.4345999e-18 9.3786982e-16
 3.0374492e-17]",0
6458,6459,"[1.0352324e-15 6.2914524e-14 3.3735874e-15 ... 4.1848578e-15 2.6484197e-18
 1.4245712e-14]",0
6459,6460,"[5.6442274e-14 2.6459626e-13 7.4722861e-13 ... 9.3754986e-12 5.0415325e-15
 5.2086647e-12]",0
6460,6461,"[5.8459156e-15 7.6761995e-14 1.8772769e-14 ... 5.2795171e-13 1.1068093e-17
 4.1110962e-13]",0
6461,6462,"[6.0515787e-16 5.0892376e-16 4.8525160e-13 ... 3.6058807e-15 3.2399271e-18
 1.9082570e-12]",0
6462,6463,"[6.6788063e-13 1.9061658e-10 8.8874498e-11 ... 1.1045946e-12 4.7805667e-15
 6.0913677e-11]",0
6463,6464,"[1.3963193e-13 5.5300865e-13 1.1166976e-11 ... 7.7336554e-14 4.1351500e-09
 8.1667203e-13]",0
6464,6465,"[2.9520741e-15 4.6691747e-13 7.5016751e-13 ... 3.9041681e-16 3.5395592e-18
 1.2488062e-13]",0
6465,6466,"[6.4725775e-08 1.0523238e-07 1.4302638e-07 ... 1.8375724e-09 1.1984903e-04
 1.2836530e-08]",0
6466,6467,"[1.2062539e-14 1.4884925e-12 1.0160321e-12 ... 3.1920801e-12 8.0080652e-13
 3.9058407e-14]",0
6467,6468,"[1.9561852e-14 1.4599085e-12 1.6118916e-13 ... 7.2177859e-13 8.2814132e-15
 1.4973746e-11]",0
6468,6469,"[1.6909930e-14 2.8005791e-15 9.4875474e-15 ... 1.0944740e-15 1.9612895e-15
 1.8945340e-14]",0
6469,6470,"[2.7414784e-10 2.6986516e-10 2.4835607e-09 ... 4.7335175e-10 3.2303537e-15
 5.7413263e-10]",0
6470,6471,"[3.5722551e-05 1.1462465e-05 3.9568554e-06 ... 3.3137454e-05 8.9145047e-08
 1.8266874e-06]",0
6471,6472,"[2.2048867e-15 2.5395617e-15 4.5373725e-15 ... 2.1937252e-14 2.6340147e-16
 3.5137883e-15]",0
6472,6473,"[5.0908908e-15 6.9506341e-12 2.2322339e-12 ... 2.4659239e-12 9.4740963e-16
 2.9459223e-14]",0
6473,6474,"[2.3101108e-15 8.3234499e-13 9.9843009e-15 ... 9.1510365e-15 7.7958629e-14
 3.6302100e-13]",0
6474,6475,"[1.8485876e-15 6.0013275e-15 2.2735436e-13 ... 1.8138072e-12 3.8290822e-14
 4.9231323e-14]",0
6475,6476,"[7.70123944e-16 1.43062626e-15 4.96833613e-14 ... 5.08786752e-13
 9.19083522e-18 1.22189365e-14]",0
6476,6477,"[9.0647984e-16 1.8033873e-18 1.4821604e-16 ... 9.5622482e-17 3.0939965e-14
 1.2650114e-14]",0
6477,6478,"[2.2788204e-15 1.4994366e-13 4.0921094e-13 ... 3.3856728e-12 1.1709132e-14
 5.9533331e-14]",0
6478,6479,"[1.7685554e-09 9.8026597e-08 5.1912224e-07 ... 1.7845883e-07 6.5294003e-06
 1.1885692e-08]",0
6479,6480,"[3.1064245e-15 1.0306588e-13 6.3836814e-14 ... 9.2221846e-13 2.9145238e-14
 8.3605499e-14]",0
6480,6481,"[4.3069668e-13 1.3041915e-09 2.3860226e-12 ... 6.7259013e-13 7.7463203e-14
 3.3720717e-12]",0
6481,6482,"[6.0995127e-14 1.2913865e-11 1.5790560e-11 ... 3.2846170e-13 5.4761600e-17
 3.2773453e-13]",0
6482,6483,"[7.3581710e-15 2.9162409e-11 1.0429823e-14 ... 5.1957752e-12 5.2612794e-14
 9.7627344e-14]",0
6483,6484,"[1.7058505e-14 1.3034948e-15 1.1335418e-15 ... 2.3637132e-14 1.8273775e-16
 3.1466035e-16]",0
6484,6485,"[2.4412308e-14 4.2109648e-13 3.9889909e-13 ... 4.1719375e-12 6.6392735e-13
 1.6687048e-13]",0
6485,6486,"[4.1586933e-16 7.9179956e-14 2.6622443e-12 ... 2.7132598e-13 1.6482899e-12
 3.2972319e-14]",0
6486,6487,"[3.8945037e-14 3.1265102e-11 3.4101057e-12 ... 1.7597687e-10 3.0338378e-16
 4.5456386e-14]",0
6487,6488,"[5.7874515e-14 2.3896818e-12 1.0584708e-12 ... 3.0984496e-14 7.9510400e-16
 4.6186340e-13]",0
6488,6489,"[9.7995012e-10 2.3226353e-07 5.8690559e-09 ... 1.7309407e-08 6.8042169e-08
 1.2060152e-08]",0
6489,6490,"[5.3071320e-16 2.5018126e-14 2.8349778e-15 ... 4.4349854e-16 1.2427736e-16
 8.6298752e-14]",0
6490,6491,"[6.48155435e-17 1.01818503e-13 1.91186432e-15 ... 5.68370187e-14
 3.36452667e-15 1.24744507e-12]",0
6491,6492,"[5.3928873e-16 1.0137155e-15 6.7137810e-17 ... 1.3145686e-14 4.0627602e-16
 7.0724253e-15]",0
6492,6493,"[7.8255013e-16 1.0704391e-16 7.5249679e-15 ... 2.2307677e-14 4.1395862e-10
 2.1698370e-12]",0
6493,6494,"[3.8537572e-15 2.1965472e-14 7.6416992e-13 ... 3.1841232e-14 3.3311057e-15
 3.6200785e-14]",0
6494,6495,"[3.8655064e-15 3.2377096e-14 4.4245491e-13 ... 1.5482773e-12 2.6414908e-16
 5.7262883e-15]",0
6495,6496,"[1.4821611e-15 7.5875755e-15 3.8470342e-13 ... 1.1815022e-14 1.4220350e-15
 6.1487626e-13]",0
6496,6497,"[2.3389840e-13 2.1940799e-14 2.1060246e-11 ... 1.1299161e-13 1.5136568e-13
 7.8303173e-13]",0
6497,6498,"[5.7887703e-16 2.4843151e-13 3.3933737e-15 ... 2.8681017e-14 1.0101877e-14
 2.3018871e-14]",0
6498,6499,"[3.20509508e-14 1.32500822e-13 3.58073250e-12 ... 1.03994734e-13
 6.63510924e-16 3.79657379e-14]",0
6499,6500,"[4.5140077e-18 4.9742366e-13 4.3070868e-16 ... 2.3524565e-17 5.4755711e-26
 1.7681307e-16]",0
6500,6501,"[1.5321003e-15 3.0648844e-16 3.9957466e-16 ... 9.9712732e-17 1.7658353e-20
 2.8192863e-15]",0
6501,6502,"[1.31770830e-15 3.48800883e-14 2.04616692e-13 ... 1.15430448e-14
 4.10806617e-15 1.16583235e-14]",0
6502,6503,"[5.6197854e-07 9.9111935e-07 1.1496648e-08 ... 1.4872272e-07 1.9636692e-02
 4.8535359e-08]",0
6503,6504,"[1.4725109e-14 6.3188565e-11 1.7860808e-13 ... 6.7521536e-13 3.8556357e-13
 9.8375579e-14]",0
6504,6505,"[7.3403689e-15 4.8618670e-12 8.9528957e-14 ... 2.9143961e-14 2.3133020e-16
 1.9714272e-13]",0
6505,6506,"[2.4450383e-13 7.3450454e-11 6.9128449e-12 ... 3.4923932e-11 1.5374091e-16
 4.3761605e-10]",0
6506,6507,"[1.0561087e-13 4.1543192e-11 1.2581082e-10 ... 5.1697860e-12 1.3317147e-17
 3.1148390e-14]",0
6507,6508,"[1.8540234e-13 1.6716895e-13 2.1369625e-12 ... 6.4582177e-13 1.8482557e-11
 9.1913040e-11]",0
6508,6509,"[5.5568220e-16 1.5313289e-15 2.7369459e-13 ... 4.2370477e-15 7.4211382e-17
 9.2220621e-13]",0
6509,6510,"[9.8656034e-16 4.3329804e-14 3.3072527e-14 ... 4.1315343e-13 9.1719006e-15
 6.9708867e-14]",0
6510,6511,"[6.7506753e-20 1.6249651e-20 1.3493189e-20 ... 4.3667847e-20 4.0649832e-13
 1.1189289e-18]",0
6511,6512,"[7.9332936e-14 5.4682360e-14 2.9439483e-12 ... 1.7351454e-13 6.4621412e-12
 5.4476183e-16]",0
6512,6513,"[2.4343398e-14 6.3205836e-14 7.3304432e-13 ... 2.4033225e-11 6.5633825e-11
 3.8094885e-13]",0
6513,6514,"[3.1573663e-15 3.5068001e-14 8.8756830e-15 ... 7.0470566e-15 3.0183479e-15
 7.5810553e-14]",0
6514,6515,"[2.5498626e-14 7.7710088e-11 2.9273743e-12 ... 4.9163161e-12 6.4573126e-19
 4.2990175e-13]",0
6515,6516,"[1.993635e-08 6.731802e-07 6.059957e-06 ... 7.966769e-07 9.753518e-10
 1.361623e-07]",0
6516,6517,"[1.1265847e-14 5.4029593e-15 9.5992076e-15 ... 5.1023228e-15 2.1375271e-18
 2.5256113e-15]",0
6517,6518,"[1.04630649e-09 6.16468057e-11 1.06638154e-07 ... 3.72585873e-09
 1.49977737e-07 3.10100079e-12]",0
6518,6519,"[3.0633563e-14 7.3382970e-15 8.0190856e-13 ... 1.1615541e-12 6.6379153e-14
 4.0686113e-14]",0
6519,6520,"[1.3051928e-13 1.5240649e-11 2.2266126e-12 ... 4.2469714e-13 5.4416183e-15
 9.5805193e-14]",0
6520,6521,"[2.7061890e-12 7.6468432e-12 9.9274729e-12 ... 2.4298765e-13 2.7964797e-15
 9.6826913e-10]",0
6521,6522,"[1.0328018e-07 5.6267657e-10 3.0464312e-07 ... 2.8378684e-08 1.2630647e-10
 4.3706028e-04]",0
6522,6523,"[2.1167566e-16 2.7366741e-17 1.0114833e-14 ... 2.4609301e-15 8.1231529e-16
 8.6971742e-15]",0
6523,6524,"[1.5195693e-14 1.9821276e-13 6.0017035e-12 ... 3.1344078e-16 5.1361093e-14
 1.2540252e-11]",0
6524,6525,"[2.0350438e-16 7.9753454e-15 3.2116681e-14 ... 5.4298020e-14 1.9483636e-12
 3.0587470e-12]",0
6525,6526,"[9.8254080e-14 1.9569963e-09 3.3969147e-12 ... 2.2889520e-12 5.7225982e-15
 3.5990820e-13]",0
6526,6527,"[6.0806920e-15 2.3713640e-13 1.1632074e-13 ... 1.1500768e-13 3.6665600e-18
 2.8559734e-13]",0
6527,6528,"[1.5379490e-09 1.6963064e-07 2.4604592e-09 ... 3.7346028e-09 1.2562842e-07
 1.3806476e-04]",0
6528,6529,"[2.5155512e-17 2.6625916e-18 9.9539283e-20 ... 7.1107134e-20 3.7217659e-21
 2.1361323e-19]",0
6529,6530,"[1.9132375e-11 6.0783538e-11 9.1798661e-12 ... 2.2101576e-13 4.1868592e-10
 1.9033447e-11]",0
6530,6531,"[4.80871723e-12 1.34855824e-11 1.09048473e-11 ... 1.01402242e-12
 6.07796148e-13 4.44268147e-12]",0
6531,6532,"[1.0018202e-17 1.2453826e-18 2.4710954e-18 ... 1.4843486e-18 2.0627742e-09
 5.2387034e-16]",0
6532,6533,"[5.7817966e-16 1.8229989e-15 1.0624178e-14 ... 2.6105858e-17 2.8191438e-13
 3.0436476e-14]",0
6533,6534,"[2.3699781e-15 5.9673281e-14 2.4167229e-14 ... 1.6342504e-15 2.6497551e-17
 3.7016137e-12]",0
6534,6535,"[2.9076500e-14 4.2618703e-13 3.0726287e-12 ... 1.7323213e-13 3.1009608e-11
 5.2775032e-13]",0
6535,6536,"[2.9124679e-13 3.2375419e-10 3.8882453e-10 ... 1.7297041e-11 4.8875162e-16
 3.2512766e-12]",0
6536,6537,"[2.3975728e-14 1.6742994e-10 2.4167025e-12 ... 5.9532149e-12 1.0262386e-18
 7.2485518e-13]",0
6537,6538,"[6.3243668e-15 3.7786031e-13 2.0959582e-12 ... 1.2687243e-12 2.0619090e-16
 1.1046730e-13]",0
6538,6539,"[6.2338504e-15 1.0162520e-14 1.7049926e-13 ... 1.4138067e-13 3.6484184e-20
 3.0175318e-14]",0
6539,6540,"[6.0387811e-06 1.9088868e-06 7.9536085e-07 ... 1.1582275e-05 4.0164565e-07
 7.9350457e-07]",0
6540,6541,"[1.2351702e-14 2.5835338e-14 2.3899434e-14 ... 2.6782220e-15 4.6547600e-17
 1.4525971e-13]",0
6541,6542,"[1.2105639e-14 4.3207771e-13 5.8061618e-13 ... 2.2420557e-13 2.0342386e-14
 8.6987377e-14]",0
6542,6543,"[6.0806920e-15 2.3713640e-13 1.1632074e-13 ... 1.1500768e-13 3.6665600e-18
 2.8559734e-13]",0
6543,6544,"[1.5095050e-14 3.4735704e-13 2.1208659e-13 ... 3.1366630e-12 4.7490760e-13
 1.1915965e-13]",0
6544,6545,"[2.4855652e-14 1.1115420e-13 2.1829037e-13 ... 5.0174589e-13 2.2433401e-12
 4.8415451e-12]",0
6545,6546,"[1.4621362e-14 2.9324245e-13 5.2765117e-15 ... 3.4389315e-15 6.0877540e-13
 2.0845389e-13]",0
6546,6547,"[4.91950679e-15 3.74374468e-17 5.21416065e-16 ... 2.82495811e-16
 3.36837940e-15 1.13215156e-13]",0
6547,6548,"[3.8389964e-15 7.4712632e-12 7.2668617e-14 ... 7.8546582e-13 7.7705409e-13
 1.0608861e-12]",0
6548,6549,"[1.0137866e-08 2.6003713e-07 1.2267216e-08 ... 8.9736502e-10 8.8462687e-01
 1.9171027e-09]",0
6549,6550,"[1.5780834e-15 3.6865349e-16 4.1748285e-15 ... 4.6456978e-16 1.2468884e-12
 4.1506461e-14]",0
6550,6551,"[1.4786880e-15 3.7050902e-15 1.7097095e-15 ... 1.2267702e-13 5.5283758e-19
 4.1986275e-14]",0
6551,6552,"[2.9265831e-07 1.6478797e-08 6.5530639e-07 ... 4.8067968e-06 1.8622917e-06
 1.1817842e-06]",0
6552,6553,"[2.2240196e-09 2.7659584e-09 3.2948048e-08 ... 6.1519662e-10 6.4847176e-11
 1.8436365e-09]",0
6553,6554,"[2.9713018e-16 2.0322366e-15 2.6266710e-15 ... 2.8788833e-17 8.9595662e-16
 2.1342284e-17]",0
6554,6555,"[6.94272630e-15 1.01074327e-13 5.97248623e-14 ... 1.26308266e-14
 2.97798679e-15 5.54000103e-14]",0
6555,6556,"[1.4153575e-14 1.3657306e-11 7.8571941e-12 ... 7.7054864e-12 1.1021074e-17
 2.8402836e-14]",0
6556,6557,"[1.6258240e-16 6.0940182e-16 6.3882791e-16 ... 3.3195714e-17 9.5787557e-16
 1.6870141e-16]",0
6557,6558,"[5.2479464e-15 1.1285492e-16 1.9783183e-15 ... 6.5921180e-17 1.9531189e-12
 9.0916366e-16]",0
6558,6559,"[1.8491915e-14 1.8861322e-13 3.4503355e-16 ... 1.5270473e-15 2.4147427e-13
 1.1334900e-15]",0
6559,6560,"[3.7616303e-14 4.9268364e-13 4.3080487e-12 ... 5.1975839e-14 6.5180551e-16
 1.0517773e-12]",0
6560,6561,"[2.9119258e-08 1.2446833e-08 4.0248319e-10 ... 9.9597408e-08 1.3324033e-09
 1.4275836e-08]",0
6561,6562,"[1.3458760e-10 1.9197285e-10 9.3160153e-11 ... 6.6108598e-11 4.7019721e-09
 9.2914678e-12]",0
6562,6563,"[2.5216450e-15 1.5323891e-12 1.8560661e-12 ... 1.3752590e-14 5.5104847e-17
 1.1885678e-14]",0
6563,6564,"[8.6135508e-09 9.2227986e-10 5.1592599e-07 ... 8.8117966e-09 8.2925156e-10
 3.8374529e-07]",0
6564,6565,"[2.0297098e-16 8.0387247e-15 3.2485472e-14 ... 5.4483304e-14 2.0316312e-12
 3.1049367e-12]",0
6565,6566,"[2.3551066e-16 1.2190297e-15 3.5662374e-15 ... 1.2608820e-15 7.4302958e-15
 2.2203897e-17]",0
6566,6567,"[1.4865062e-08 4.3157705e-08 4.8324107e-08 ... 5.7593375e-10 1.9332918e-03
 3.8418399e-10]",0
6567,6568,"[8.3668903e-16 9.7299277e-17 2.1546570e-15 ... 3.1009783e-15 1.9998721e-18
 9.2336819e-16]",0
6568,6569,"[2.6053939e-16 6.4825464e-16 4.9040812e-17 ... 3.4345999e-18 9.3786982e-16
 3.0374492e-17]",0
6569,6570,"[1.6683583e-08 3.3836201e-07 5.7454951e-08 ... 7.6546787e-09 3.4058665e-08
 8.3527453e-08]",0
6570,6571,"[1.21717152e-14 1.89094061e-13 1.79372467e-13 ... 1.25511485e-13
 1.37126714e-14 3.96983309e-13]",0
6571,6572,"[1.3515109e-16 2.7536793e-18 4.3530247e-15 ... 1.7615448e-18 2.9858487e-14
 2.6239744e-17]",0
6572,6573,"[3.1317817e-14 5.5924453e-11 6.5075311e-13 ... 4.3585812e-12 3.2903836e-18
 1.6779238e-11]",0
6573,6574,"[2.5030620e-15 6.0406462e-16 6.8359688e-17 ... 2.1551337e-15 4.0258878e-16
 9.6819207e-14]",0
6574,6575,"[7.1988051e-15 5.9808048e-15 7.2426289e-15 ... 9.5145923e-15 2.0486726e-18
 2.9129426e-16]",0
6575,6576,"[1.7568297e-15 1.9723343e-16 1.4187243e-15 ... 4.1314056e-14 5.8766408e-10
 3.8090339e-15]",0
6576,6577,"[1.2099824e-08 4.4561853e-06 6.8432018e-06 ... 1.2992205e-06 3.8100677e-12
 6.1371964e-08]",0
6577,6578,"[1.0127955e-15 1.1616466e-13 8.9246109e-14 ... 9.0632769e-16 4.2387781e-11
 1.1414316e-13]",0
6578,6579,"[3.0633563e-14 7.3382970e-15 8.0190856e-13 ... 1.1615541e-12 6.6379153e-14
 4.0686113e-14]",0
6579,6580,"[1.6926691e-14 6.5940109e-15 5.7533324e-14 ... 2.7480091e-13 5.7577451e-14
 1.4025769e-13]",0
6580,6581,"[1.9532322e-14 2.8738513e-14 4.3839963e-11 ... 6.8639782e-14 1.7108149e-12
 3.3972063e-12]",0
6581,6582,"[5.1070138e-08 1.3998135e-07 1.3211657e-08 ... 1.1664751e-10 7.0957903e-08
 6.3347674e-09]",0
6582,6583,"[3.3757905e-14 1.3157038e-12 1.3365105e-11 ... 1.6554426e-11 2.2792876e-17
 7.7054243e-13]",0
6583,6584,"[4.1960318e-15 3.2485860e-13 2.1632986e-13 ... 1.0709151e-12 8.1377657e-15
 6.0671558e-13]",0
6584,6585,"[5.2790481e-15 3.9088386e-13 4.7501040e-15 ... 2.0492160e-14 4.6291877e-18
 2.3098424e-11]",0
6585,6586,"[3.5484802e-19 5.4252361e-18 5.1472812e-17 ... 3.0819664e-16 1.0706784e-19
 1.6272868e-18]",0
6586,6587,"[7.8063594e-16 2.4693327e-11 3.0786274e-10 ... 4.6123218e-13 4.4972520e-17
 5.5430134e-14]",0
6587,6588,"[1.6826894e-15 8.6632675e-15 1.6415560e-13 ... 4.1777240e-17 4.9161487e-15
 1.8228279e-12]",0
6588,6589,"[2.5254088e-15 1.0614103e-12 3.6528299e-14 ... 7.4310150e-12 5.1524506e-16
 7.9675951e-14]",0
6589,6590,"[1.22904975e-08 1.73344947e-08 2.24154695e-09 ... 1.86031226e-08
 2.85518454e-05 1.41900344e-07]",0
6590,6591,"[1.7537687e-16 2.0281464e-16 2.4377456e-14 ... 2.6344177e-15 5.3573632e-20
 4.7325776e-15]",0
6591,6592,"[2.4268666e-14 2.9691676e-11 1.3738710e-12 ... 1.7481750e-12 5.2951580e-17
 5.1781133e-13]",0
6592,6593,"[7.8638052e-16 9.2870632e-15 6.5383858e-13 ... 7.3725002e-15 3.9836372e-21
 2.3531646e-14]",0
6593,6594,"[1.6078645e-15 1.9253340e-12 2.3822910e-12 ... 5.1279456e-14 3.5397429e-21
 1.2612392e-13]",0
6594,6595,"[4.5195798e-15 3.1715325e-11 8.4761000e-12 ... 3.1891540e-15 1.5109914e-14
 1.8937706e-13]",0
6595,6596,"[7.5435060e-15 1.3985132e-14 2.0007890e-13 ... 1.5509573e-13 2.4349887e-15
 1.1036537e-13]",0
6596,6597,"[4.8388574e-15 1.1967284e-15 1.2215509e-13 ... 8.1095604e-15 4.6856596e-20
 2.9563201e-12]",0
6597,6598,"[8.0615985e-16 5.2352697e-15 7.1817171e-15 ... 4.7428797e-15 1.1881172e-17
 1.9920738e-12]",0
6598,6599,"[1.2765795e-06 4.0874702e-06 4.3290120e-06 ... 1.3550676e-05 6.2836752e-10
 2.4285329e-05]",0
6599,6600,"[3.6223144e-15 4.4027555e-16 1.4613111e-14 ... 4.6865277e-17 6.8121507e-13
 2.3109625e-14]",0
6600,6601,"[8.1609794e-09 9.8366492e-08 1.2006610e-08 ... 1.0925690e-10 9.9429270e-11
 4.3318477e-10]",0
6601,6602,"[1.3709423e-15 1.0451484e-15 1.4876784e-15 ... 1.5932044e-16 4.0928310e-15
 5.3033246e-17]",0
6602,6603,"[4.1657249e-17 2.4687493e-18 6.0988494e-18 ... 1.5988039e-18 4.4359327e-16
 6.8759244e-19]",0
6603,6604,"[1.1646538e-15 6.8954805e-15 7.2865210e-16 ... 2.9803168e-15 1.0109124e-14
 8.3747706e-14]",0
6604,6605,"[6.7511787e-09 1.7413338e-08 1.4800694e-10 ... 5.9698434e-11 9.7907304e-10
 1.2638744e-09]",0
6605,6606,"[1.1355672e-12 2.7254978e-12 1.8760812e-11 ... 6.5057616e-12 1.4680275e-10
 4.5732381e-12]",0
6606,6607,"[5.2369675e-15 5.5956325e-12 2.8061550e-10 ... 5.0041009e-12 6.8154058e-15
 3.0820386e-15]",0
6607,6608,"[1.2002643e-08 1.0008635e-08 1.0038760e-09 ... 7.7582305e-09 2.8084768e-10
 7.2930777e-09]",0
6608,6609,"[3.1681236e-13 5.5547685e-14 1.9160417e-13 ... 1.8906908e-13 1.1023087e-13
 5.3246301e-12]",0
6609,6610,"[3.4591491e-14 1.3836127e-14 2.7264694e-12 ... 1.1297217e-11 7.5926678e-16
 4.8456864e-11]",0
6610,6611,"[2.0875991e-08 2.2431568e-07 1.1118858e-08 ... 3.9414905e-07 2.6924056e-06
 2.4285760e-09]",0
6611,6612,"[1.2203419e-15 3.3195845e-13 6.9142642e-14 ... 2.0048716e-14 9.0558029e-18
 4.0245582e-13]",0
6612,6613,"[1.7902573e-15 2.1898165e-14 2.9850841e-15 ... 6.2686632e-16 2.1669883e-15
 2.5333995e-14]",0
6613,6614,"[4.8338026e-16 2.8843606e-15 2.4377013e-16 ... 1.6517554e-15 6.0396520e-17
 2.1365847e-15]",0
6614,6615,"[1.5344028e-09 2.8579668e-09 1.1537697e-09 ... 6.4904349e-09 1.3134762e-07
 1.0658645e-09]",0
6615,6616,"[1.5480337e-14 1.1039147e-13 4.0787222e-13 ... 3.2798119e-15 5.1177681e-20
 3.7796894e-14]",0
6616,6617,"[9.0472313e-10 2.2882241e-09 7.7228623e-10 ... 2.0321786e-09 4.2796516e-11
 3.8308263e-09]",0
6617,6618,"[7.4411553e-16 3.3768852e-14 1.2036608e-15 ... 4.6296716e-15 7.2501236e-14
 4.4330761e-15]",0
6618,6619,"[1.4637917e-13 2.7464161e-13 3.1127726e-14 ... 3.6183352e-16 1.7904661e-18
 5.9057089e-14]",0
6619,6620,"[3.3243886e-16 1.1624306e-14 4.5786328e-15 ... 1.4258529e-16 4.0012339e-18
 2.6842347e-16]",0
6620,6621,"[1.39880935e-14 1.05886860e-12 5.60756357e-13 ... 1.33924274e-12
 1.16212738e-17 1.15806843e-11]",0
6621,6622,"[2.8677662e-13 2.7546915e-13 9.0210469e-12 ... 2.6773037e-12 2.4519933e-18
 1.1326081e-09]",0
6622,6623,"[2.9826013e-16 1.4430793e-15 3.8137137e-16 ... 2.0170572e-14 2.4776444e-12
 1.1736449e-15]",0
6623,6624,"[3.1038660e-15 1.2272007e-13 1.2505299e-16 ... 5.2242404e-14 9.1538946e-16
 7.2235351e-15]",0
6624,6625,"[5.7852850e-15 2.4240828e-13 8.3075257e-13 ... 5.0581953e-15 2.8578534e-13
 2.5250453e-13]",0
6625,6626,"[2.0963078e-14 5.9107680e-14 4.9419487e-14 ... 1.6796394e-12 4.4401652e-16
 2.1334827e-14]",0
6626,6627,"[3.8537572e-15 2.1965472e-14 7.6416992e-13 ... 3.1841229e-14 3.3311055e-15
 3.6200785e-14]",0
6627,6628,"[6.1596737e-08 1.1781995e-06 9.2079114e-07 ... 2.8836282e-09 1.8872248e-04
 1.4665894e-06]",0
6628,6629,"[1.0521650e-15 1.5628854e-14 1.2219577e-16 ... 2.3974127e-14 2.0535289e-13
 1.0047851e-12]",0
6629,6630,"[1.4598903e-14 3.6070609e-13 2.8999914e-13 ... 4.8807555e-12 3.6949247e-13
 8.6207449e-14]",0
6630,6631,"[9.7996689e-15 1.6835868e-13 6.5119177e-12 ... 5.6952926e-10 3.7626697e-11
 3.8038667e-14]",0
6631,6632,"[1.21300504e-11 4.05184636e-11 1.25132668e-10 ... 3.65633704e-11
 7.19329178e-15 2.69870626e-10]",0
6632,6633,"[1.1442073e-08 1.1520792e-03 1.9802492e-06 ... 2.6641855e-08 2.0454838e-06
 2.0627697e-06]",0
6633,6634,"[6.8124123e-08 1.8321384e-07 1.2214711e-07 ... 3.1106442e-08 2.3220393e-06
 1.8206374e-09]",0
6634,6635,"[4.0769075e-14 2.4002049e-13 2.0969556e-14 ... 6.1158722e-13 4.7916320e-16
 6.2051254e-13]",0
6635,6636,"[2.35492015e-14 1.03939637e-13 3.02586732e-13 ... 1.32238413e-11
 8.41237209e-15 1.37092740e-14]",0
6636,6637,"[2.9684257e-15 2.2033059e-15 1.3560362e-14 ... 1.4306161e-14 5.2005482e-18
 3.4317161e-12]",0
6637,6638,"[1.2284648e-14 5.5515542e-13 5.7768261e-12 ... 8.1751508e-11 9.7065674e-18
 4.3811751e-13]",0
6638,6639,"[2.7989590e-05 2.2383963e-05 2.6880166e-06 ... 1.1082747e-05 2.3512742e-03
 4.2525107e-06]",0
6639,6640,"[9.4551511e-12 3.9267864e-08 3.1224742e-10 ... 3.2244301e-11 2.3706921e-13
 9.5875852e-10]",0
6640,6641,"[2.9265831e-07 1.6478797e-08 6.5530639e-07 ... 4.8067968e-06 1.8622918e-06
 1.1817842e-06]",0
6641,6642,"[7.0531074e-15 1.2289495e-11 5.2205649e-14 ... 2.8326419e-12 9.7586194e-18
 3.6115148e-13]",0
6642,6643,"[5.6111745e-13 2.2913272e-11 6.4286315e-13 ... 3.9475029e-13 1.1967373e-11
 1.4112897e-12]",0
6643,6644,"[1.7132930e-16 1.0322748e-15 4.8006545e-15 ... 4.2449403e-16 8.3758165e-12
 1.1776005e-15]",0
6644,6645,"[5.1118418e-18 4.4573738e-16 7.3609678e-18 ... 1.4749345e-17 1.7175588e-17
 2.2947469e-17]",0
6645,6646,"[3.2319807e-16 1.8190560e-12 1.5414102e-14 ... 2.8944268e-13 2.2157664e-20
 4.5787725e-15]",0
6646,6647,"[4.7094443e-19 4.4985709e-18 9.5242014e-18 ... 2.6275503e-17 8.8165684e-21
 4.3960907e-17]",0
